E004,PA,"Campus, BANGALORE - 560056",,,,,,,,,,,
,,"Email:principal@dr-ait.org,",23217789(F),,"120,TC-60",,,,,,,,
,,Website:www.dr-ait.org,,,,,,,,,,,
,,Dr. Ambedkar Institute of Technology,,,,,,,,,,,
,,"Out ring Road, Malathalli, JNANABHARATHI",,,"CE-14,CS-60,EC-30,IE-",,,,,,,,
E060,PUA,"CAMPUS, BANGALORE - 560056",STD-080 -,180,,,,,,,,,
,,,23217789(F),,"30,MD-16,ME-30",,,,,,,,
,,"Email:principal@dr-ait.org,",,,,,,,,,,,
,,Website:www.dr-ait.org,,,,,,,,,,,
104,,,,,,,,,,,,,
,,,,,,,,,,,,,
"COLLEGE
CODE","COLLEGE
TYPE",NAME AND ADDRESS OF THE COLLEGE,,"TELEPHONE
NUMBERS","GOVT.
SEATS","COURSE WISE
BREAK-UP",,,,,,,
,,R. V. College of Engineering,,,,,,,,,,,
,,"RV Vidyaneketan Post, Mysore Road,",,STD-080 -,,"BT-30,CE-60,CH-20,",,,,,,,
,,,,,,"CS-90,EC-90,EE-30,",,,,,,,
E005,PUA,BANGALORE - 560059,,"67178164,",530,,,,,,,,
,,,,,,"IE-30,IM-30,IT-30,",,,,,,,
,,Email:principal@rvce.edu.in,,28600337(F),,,,,,,,,
,,Website:www.rvce.edu.in,,,,"ME-60,SE-30,TC-30",,,,,,,
,,,,,,"AR-34,BT-30,CE-60,",,,,,,,
,,M S Ramaiah Institute of Technology,,,,,,,,,,,
,,,,STD-080 -,,"CH-30,CS-60,EC-60,",,,,,,,
,,"M.S.R.I.T Post, M.S.R Nagar, Bangalore - 560054",,,,,,,,,,,
E006,PUA,,,"23606936,",574,"EE-30,IE-60,IM-30,",,,,,,,
,,"Email:principal@msrit.edu,",,,,,,,,,,,
,,,,23603124(F),,"IT-30, MD-30,",,,,,,,
,,Website:www.msrit.edu,,,,,,,,,,,
,,,,,,"ME-90,TC-30",,,,,,,
,,,,,,"AE-30,AR-34,AU-30,",,,,,,,
,,Dayananda Sagar College of Engineering,,,,,,,,,,,
,,,,STD-080 -,,"BT-30,CE-90,CH-30,",,,,,,,
,,"Shavige Malleshwara Hills, Kumarswamy Layout,",,,,,,,,,,,
E007,PUA,BANGALORE - 560078,,"26662226,",784,"CS-60,CT-30,EC-90,",,,,,,,
,,,,"26665925,",,"EE-60,IE-60,IM-30,",,,,,,,
,,"Email:principal.dsce@yahoo.com,",,,,,,,,,,,
,,,,26660789(F),,"IT-30, MD-30,",,,,,,,
,,Website:www.dayanandasagar.edu,,,,,,,,,,,
,,,,,,"ME-90,TC-60",,,,,,,
,,Bangalore Institute of Technology,,STD-080 -,,,,,,,,,
,,"K.R.Road, V V Puram, BANGALORE - 560004",,"26613237,",,"CE-90,CS-90,EC-90,",,,,,,,
E008,PUA,"Email:principalbit@gmail.com,",,"26615865,",510,"EE-30,IE-30,IM-30,",,,,,,,
,,Website:bit-bangalore.org,,22426796(F),,"IT-30,ME-90,TC-30",,,,,,,
,,P E S University (Formerly PESIT),,,,,,,,,,,
,,"100 ft Ring Road, B.S.K III Stage, Hosakerehalli,",,"STD-080 - ,",,"BT-24,CE-24,CS-144,",,,,,,,
E009,Priv. Univ.,BANGALORE - 560085,,,408,,,,,,,,
,,,,26720886(F),,"EC-120,EE-24,ME-72",,,,,,,
,,"Email:principal@pes.edu, Website:www.pes.edu",,,,,,,,,,,
E010,PUA,"Islamia Institute of Technology
Opp- Meenaxi Temple, Bangalore - 560076
Email:iitbang@hotmail.com,
Website:www.islamiahit.ac.in",,"STD-080 -
26484786,
26432330,
26483271(F)",90,"CE-23,CS-22,EC-23,
ME-22",,,,,,,
,,M V J College of Engineering,,,,,,,,,,,
,,"Near ITPB, Channasandra, Kadugodi (P),",,,,"AE-54,CE-54,CH-27,",,,,,,,
,,BANGALORE - 560067,,STD-080 -,,"CS-81,EC-81,EE-27,",,,,,,,
,,"Email:principalengg@mvjce.edu.in,",,"41183000, (F)",,"IE-27, IM-14,MD-13,",,,,,,,
,,Website:www.mvjce.edu.in,,,,"ME-81,TC-27",,,,,,,
,,Sir M.Visveswaraya Institute of Technology,,,,,,,,,,,
,,"Krishnadevaraya Nagar, International Air Port Road,",,STD-080 -,,"BT-30,CE-30,CS-60,",,,,,,,
E012,PUA,"Hunasemaranahalli, Bangalore,",-562157,"28477024,",375,"EC-60,EE-60,IE-30,",,,,,,,
,,"Email:sirmvitbgl@gmail.com,",,"28477025,",,"IM-15,ME-60,TC-30",,,,,,,
,,Website:www.sirmvit.edu,,28467081(F),,,,,,,,,
E013,MR,"Ghousia Engineering College
B M Road, , RAMANAGARA - 562159
Email:principal_gce@hotmail.com,
Website:www.ghousiaedu.org",,"STD-080 -
27273577,
27273476,
27273474(F)",270,"CE-54,CS-41,EC-54,
EE-27,IE-40,ME-54",,,,,,,
E014,PUA,"S J C Institute of Technology
P.B. No 20, B.B.Road, Chickballapur - 562101
Email:sjcit1@rediffmail.com,
Website:www.sjcit1.org",,"STD-08156 -
263183, 263184,
263180(F)",360,"AE-30,CE-60,CS-60,
EC-60,IE-60,ME-60,
TC-30",,,,,,,
,,Dr.T.Thimmaiah Institute of Technology,,,,,,,,,,,
,,"Oorgaum Post, Kolar Gold Field (KGF), Bangarapet",,STD-08153 -,,,,,,,,,
E015,PUA,#NAME?,,"265413,",248,"CE-30,CS-60,EC-60,",,,,,,,
,,"Email:drsyedariff@gmail.com,",,262309(F),,"EE-30,ME-38,MN-30",,,,,,,
,,"Website:drttit.gvet, edu.in",,,,,,,,,,,
E016,PUA,"Siddaganga Institute of Technology
B H Road, TUMKUR - 572103
Email:principal@sit.ac.in,
Website:www.sit.ac.in",,"STD-0816 -
2214001,
2282994(F)",461,"AR-26,BT-15,CE-30,
CH-30,CS-60,EC-60,
EE-30,EI-30,IE-30,
IM-30, ME-90,TC-30",,,,,,,
E017,DU,"Sri Siddartha Institute of Technology
Maralur, Kunigal Road, TUMKUR - 572105
Email:veeraiahmk@gmail.com,
Website:www.sahe.edu.in",,"STD-0816 -
2200314,
220099(F)",402,"CE-36,CS-72,EC-72,
EE-36,IE-54,IM-24,
MD-18,ME-36,TC-54",,,,,,,
E018,PUA,"Kalpatharu Institute of Technology
B.H. Road, Hassan Circle, Tiptur - 572202
Email:principal@kittiptur.ac.in,
Website:www.kittiptur.ac.in",,"STD-08134 -
251939(F)",240,"CE-30,CS-60,EC-60,
IE-30,ME-60",,,,,,,
105,,,,,,,,,,,,,
,,,,,,,,,,,,,
"COLLEGE
CODE","COLLEGE
TYPE",NAME AND ADDRESS OF THE COLLEGE,"TELEPHONE
NUMBERS","GOVT.
SEATS","COURSE WISE
BREAK-UP",,,,,,,,
,,Sri Jayachamarajendra College of Engineering.,STD-0821 -,,,,,,,,,,
,,"JSSTI Campus, MYSORE - 570006","2548287,",,"CE-60,CS-60,EC-60,",,,,,,,,
E021,PA,"Email:ssr_sjce@yahoo.co.in,","2548285,",520,"EE-60,EN-60,IP-60,",,,,,,,,
,,Website:www.sjcemysore.org,2548290(F),,"IT-60,ME-60,PT-40",,,,,,,,
E057,PUA,"Sri Jayachamarajendra College of Engineering.
JSS TI Campus, MYSORE - 570006
Email:ssr_sjce@mysore.co.in,
Website:www.sjc.mysore.ac.in","STD-0821 -
2548287,
2548285,
2548290(F)",136,"BT-16,CS-30,CT-30,
EC-30,IE-30",,,,,,,,
E022,PA,"The National Institute of Engineering
Manandavadi Road, , MYSORE - 570008
Email:principal@nie.ac.in, Website:www.nie.ac.in","STD-0821 -
2480475,
2485802(F)",360,"CE-60,EC-60,EE-60,
IP-60,ME-120",,,,,,,,
E056,PUA,"The National Institute of Engineering
Manandavadi Road, , MYSORE - 570008
Email:principal@nie.ac.in, Website:www.nie.ac.in","STD-0821 -
2480475,
2485802(F)",240,"CE-60,CS-60,EC-30,
IE-60,ME-30",,,,,,,,
,,P E S College of Engineering,,,,,,,,,,,
,,MANDYA - 571401,STD-08232 -,,,,,,,,,,
,,,,,"AU-29,CE-91,EC-60,",,,,,,,,
E023,PA,"Email:venusridhar@yahoo.com,","220043,",380,"EE-40,IP-40,ME-120",,,,,,,,
,,Website:pescemandya.ac.in,222075(F),,,,,,,,,,
E058,PUA,"P E S College of Engineering
MANDYA - 571401
Email:venusridhar@yahoo.com,
Website:pescemandya.ac.in","STD-08232 -
222075(F)",120,"CE-16,CS-60,EC-30,
IE-14",,,,,,,,
E024,PA,"Malnad College of Engineering
P.B. No.21, Salagame Road, HASSAN - 573201
Email:office@mcehassan.ac.in,
Website:www.mcehassan.ac.in","STD-08172 -
245683(F)",319,"CE-60,EC-89,EE-50,
ME-120",,,,,,,,
E047,PUA,"Malnad College of Engineering
P.B. No.21, Salagame Road, HASSAN - 573201
Email:office@mcehassan.ac.in,
Website:www.mcehassan.ac.in","STD-08172 -
245317,
245683(F)",126,"AU-25,CS-30,IE-20,
IP-25,IT-26",,,,,,,,
E028,PUA,"Tontadarya College of Engineering
Mundargi Road, GADAG - 582101
Email:tcegadag@rediffmail.com,
Website:www.tce.ac.in","STD-08372 -
232445, 236933,
232446(F)",180,"CE-30,CS-30,EC-30,
EE-30,ME-60",,,,,,,,
,,Maratha Mandal Engineering College,,,,,,,,,,,
,,"R S No. 104, Halbhavi Village, Post New Vantmuri,",STD-0831 -,,,,,,,,,,
E029,PUA,"Via-Kakati, BELGAUM - 591113","2925005,",150,"CS-30,EC-60,",,,,,,,,
,,"Email:rpincipal@mmec.edu.in,",2416255(F),,ME-60,,,,,,,,
,,Website:accounts@mmec.edu.in,,,,,,,,,,,
E030,PA,"KLE Technological University(Formerly BVBCET)
Vidyanagar, HUBLI - 580031
Email:pg_tewari@bvb.edu, Website:kletech.ac.in","STD-0836 - ,
2378123,
2374985(F)",240,"CE-60,EC-60,EE-60,
ME-60",,,,,,,,
,,Basaveshwara Engineering College,,,,,,,,,,,
,,"P.B. No.53, Vidyagiri, BAGALKOT - 587102",STD-08354 -,,"CE-90,CS-60,EC-60,",,,,,,,,
E031,PA,"Email:becprincipal@yahoo.com,","234060,",421,"EE-60,IP-31,ME-120",,,,,,,,
,,Website:www.becbgk.edu,234204(F),,,,,,,,,,
E049,PUA,"Basaveshwara Engineering College
P.B. No.53, Vidyagiri, BAGALKOT - 587102
Email:becprincipal@yahoo.com,
Website:www.becbgk.edu","STD-08354 -
234060,
234204(F)",149,"AU-16,BT-15,CE-14,
CS-15,EC-30,IE-44,
IT-15",,,,,,,,
,,R.T.E Socity`s Rural Engineering College,,,,,,,,,,,
,,"Gadag-Hubli Road, Hulkoti, Tq:",STD-08372 -,,,,,,,,,,
E032,PUA,"Dist:Gadag, HULKOTI - 582205","289097, 289585,",180,"AU-14,CE-30,CS-30,",,,,,,,,
,,"Email:principalrechkt@rediffmail.com,",289427(F),,"EC-30,ME-60,TX-16",,,,,,,,
,,Website:www.rechulkoti.edu.in,,,,,,,,,,,
E033,PUA,"Sri Taralabalu Jagadguru Institute of Technology.
Haveri Dist, , RANEBENNUR - 581115
Email:principal@stjit.net, Website:www.stjit.net","STD-08373 -
266343,
266427(F)",300,"CE-60,CS-60,EC-60,
EE-30,IE-30,ME-60",,,,,,,,
106,,,,,,,,,,,,,
,,,,,,,,,,,,,
"COLLEGE
CODE","COLLEGE
TYPE",NAME AND ADDRESS OF THE COLLEGE,,"TELEPHONE
NUMBERS","GOVT.
SEATS","COURSE WISE
BREAK-UP",,,,,,,
,,Sri Dharmasthala Manjunatheswara,,,,,,,,,,,
,,College of Engineering,,STD-0836 -,,"CE-40,CH-14,CS-54,",,,,,,,
E034,ML,"Dhavalagiri, , DHARWAD - 580002",,"2448327,",270,"EC-54,EE-27,IE-27,",,,,,,,
,,"Email:principal@sdmcet.ac.in,",,"2447465,",,ME-54,,,,,,,
,,Website:www.sdmcet.ac.in,,2464638(F),,,,,,,,,
E035,MR,"Anjuman Engineering College
P.B No 24, Anjumanbad, BHATKALA,
UTTAR KANNADA DIST - 581320
Email:info@aitmb.ac.in, Website:aitmb.ac.in",,"STD-08385 - ,
226554,
227175(F)",165,"CE-27,CS-20,EC-27,
EE-27,IE-10,ME-54",,,,,,,
,,K L E Dr. M S Sheshagiri College of,,,,,,,,,,,
,,Engineering and Technology,,STD-0831 -,,"BM-16,BT-15,CE-60,",,,,,,,
E036,PUA,"Udyambag, , BELGAUM - 590008",,"2443881,",335,"CH-14,CS-60,EC-60,",,,,,,,
,,"Email:principal@klescet.ac.in,",,"2443882,",,"EE-30,ME-60,TC-20",,,,,,,
,,Website:www.klescet.ac.in,,2441644(F),,,,,,,,,
E037,PUA,"K.L.S. Gogte Institute of Technology
Udyambag, , BELGAUM - 590008
Email:principal@git.edu, Website:www.git.edu",,"STD-0831 -
2498500,
2441909(F)",454,"AR-34,CE-60,CS-90,
EC-60,EE-60,IE-30,
IP-30,ME-90",,,,,,,
,,B L D E A`s V.P. Dr. P. G. Hallakatti,,,,,,,,,,,
,,College of Engg. and Tech.,,STD-08352 -,,"AR-17,AU-15,CE-30,",,,,,,,
E038,PUA,"Ashram Road, VIJAYAPUR - 586103",,"261120,",302,"CS-60,EC-60,EE-30,",,,,,,,
,,"Email:principal@bldeacet.ac.in,",,262945(F),,"IE-30,ME-60",,,,,,,
,,Website:www.bldacet.ac.in,,,,,,,,,,,
E040,PUA,"Hira Sugar Institute of Technology
A/P Nidasoshi, Hukkeri Taluk, BELAGAVI
DISTRICT, - 591236
Email:principal@hsit.ac.in, Website:www.hsit.ac.in",,"STD-08333 -
278887,
278886(F)",150,"CS-30,EC-30,EE-30,
ME-60",,,,,,,
E041,PA,"P D A College of Engineering
Aiwan-E-Shahi Area, , GULBARGA - 585102
Email:principal@pdaengg.com,
Website:www.pdaengg.com",,"STD-08472 -
224360,
221072(F)",320,"CE-89,EC-60,EE-40,
IP-40,ME-91",,,,,,,
E059,PUA,"P D A College of Engineering
Aiwan-E-Shahi, Area, GULBARGA - 585102
Email:principal@pdaengg.com,
Website:www.pdaengg.com",,"STD-08472 -
221072, (F)",217,"AR-17,AU-20,CE-46,
CR-20,CS-44,EC-30,
IE-20,IT-20",,,,,,,
,,Khaja Banda Nawaz College of Engineering,,,,,,,,,,,
,,"Rauza Buzurg, , GULBARGA - 585104",,STD-08472 -,,"AE-14,BM-14,CE-54,",,,,,,,
E042,MR,"Email:principalkbn@rediffmail.com,",,"257487, 640001,",284,"CS-54,EC-40,IT-27,",,,,,,,
,,Website:www.kbnce.org,,224874(F),,"ME-54,PE-27",,,,,,,
E043,MR,"Gurunanak Dev Engineering College
Mailoor Road, , BIDAR - 585403
Email:principalgndecb@gmail.com,
Website:www.gndecbidar.in",,"STD-08482 -
235214, 226949,
228273(F)",283,"AU-13,CE-54,CS-54,
EC-54,EE-27,
IE-27,ME-54",,,,,,,
E044,PUA,"Bheemanna Khandre Institute of Technology
Humnabad Road, Bhalki, Bidar-dist, - 585328
Email:bkitbhalki@gmail.com,
Website:www.recbhalki.org",,"STD-08484 -
262128,
262663(F)",316,"CE-60,CH-16,
CS-60,EC-90,ME-90",,,,,,,
,,Rao Bahadur Y.Mahabaleswarappa,,,,,,,,,,,
,,Engineering College,,STD-08392 -,,"CE-60,CS-60,EC-60,",,,,,,,
E045,PUA,"Contonment, , BELLARI - 583104",,"244809,",370,"EE-60,IE-30,IP-20,",,,,,,,
,,"Email:principalrymec@gmail.com,",,242148(F),,"IT-20,ME-60",,,,,,,
,,Website:www.rymec.org,,,,,,,,,,,
E046,PUA,"H K E`s S L N College of Engineering
Yermarus Camp, , RAICHUR - 584135
Email:principal_sln@rediffmail.com,
Website:www.sinceraichur.com",,"STD-08532 -
251048,
251336(F)",135,"CE-30,CS-30,EC-30,
IE-15,ME-30",,,,,,,
E053,PUA,"N M A M Institutute of Technology
Nitte, Karkala Taluk, Udupi District,
Email:nmamit.nitte.edu.in,
Website:www.nitte.ac.in",-574110,"STD-08258 -
281263, 281264,
281265(F)",429,"BT-35,CE-60,CS-90,
EC-90,EE-30,IE-34,
ME-90",,,,,,,
107,,,,,,,,,,,,,
,,,,,,,,,,,,,
"COLLEGE
CODE","COLLEGE
TYPE",NAME AND ADDRESS OF THE COLLEGE,,,"TELEPHONE
NUMBERS","GOVT.
SEATS","COURSE WISE
BREAK-UP",,,,,,
,,K V G College of Engineering,,,,,,,,,,,
,,"P.B.No. 12, Kurunjibhag, Sullia,",,,STD-08257 -,,,,,,,,
E054,PUA,D.K DISTRICT - 574327,,,"230241,",320,"CE-90,CS-60,EC-60,",,,,,,
,,"Email:office@kvgengg.com,",,,232644(F),,"EE-30,IE-20,ME-60",,,,,,
,,Website:www.kvgengg.com,,,,,,,,,,,
E055,MR,"P A College of Engineering
Nadupadav, Kairangala Village, Montepadavu Post,
BANTWAL, MANGALORE - 574153
Email:info@pace.edu.in, Website:www.pace.edu.in",,,"STD-0824 -
2284702,
2284703,
2284705(F)",256,"BT-13,CE-54,CS-54,
EC-54,EE-27,ME-54",,,,,,
,,University B.D.T. college of Engineering,,,,,,,,,,,
,,"Hadadi Road, DAVANGERE - 577004",,,STD-08192 -,,"CE-63,CS-63,EC-73,",,,,,,
E061,GOVT.,"Email:principalubdt@gmail.com,",,,"233414,",462,"EE-63,EI-63,IP-63,ME-",,,,,,
,,Website:www.ubdtce.org,,,233412(F),,74,,,,,,
E062,PUA,"Bapuji Institute of Engineering and Technology
PB NO.325, Shamanur Road, Davangere - 577004
Email:principal@bietdvg.edu,
Website:www.bietdvg.edu",,,"STD-08192 -
221461, 222245,
223261(F)",425,"BM-15,BT-30,CE-60,
CH-16,CS-60,EC-60,
EE-30,EI-14,IE-60,
ME-60,TX-20",,,,,,
,,S J M Institute of Technology,,,,,,,,,,,
,,"P.B.No - 73, NH-4, Bye Pass,","B.D.Road,",,STD-08194 -,,,,,,,,
E063,PUA,CHITRADURGA - 577502,,,"222866,",195,"AU-15,CE-30,CS-50,",,,,,,
,,"Email:sjmitprincipal@gmail.com,",,,227717(F),,"EC-50,EE-20,ME-30",,,,,,
,,Website:www.sjmit.ac.in,,,,,,,,,,,
,,Adhichunchanagiri Institute of Technology,,,,,,,,,,,
,,"P.B.No - 91, Jyothinagar Post,",,,STD-08262 -,,,,,,,,
E064,PUA,CHICKMAGALUR - 577102,,,"220444,",300,"CE-60,CS-60,EC-60,",,,,,,
,,"Email:ait_ckm@yrediffmail.com,",,,220063(F),,"EE-30,IE-30,ME-60",,,,,,
,,Website:aitchikmagalur.ac.in,,,,,,,,,,,
,,Jawaharlal Nehru National College of Engineering,,,,,,,,,,,
,,"P.B.No - 128, Navule, Savalanga Road,",,,STD-08182 -,,"CE-60,CS-60,EC-60,",,,,,,
E065,PUA,SHIMOGA - 577204,,,"276708, 276709,",360,"EE-30,IE-60,ME-60,",,,,,,
,,"Email:principal@jnnce.ac.in,",,,222450(F),,TC-30,,,,,,
,,Website:www.jnnce.ac.in,,,,,,,,,,,
,,Bahubali College of Engineering,,,,,,,,,,,
,,"Gommatanagar, Shravanabelogala,",,,STD-08176 -,,,,,,,,
E070,MR,"Channarayapatna Taluk, HASSAN DIST,",,-573135,"257276,",135,"CE-27,CS-27,EC-27,",,,,,,
,,"Email:principal_bce@yahoo.com,",,,257974(F),,"IE-27,ME-27",,,,,,
,,Website:www.bce.org.in,,,,,,,,,,,
E071,PUA,"Vidya Vardhaka College of Engineering
P.B. No 206, 3rd Stage, Gokulam,
MYSURU - 570002
Email:principal@vvce.ac.in,
Website:www.vvce.ac.in",,,"STD-0821 -
4776200,
2510677(F)",270,"CE-30,CS-60,EC-60,
EE-30,IE-30,ME-60",,,,,,
,,Ballari Institute of Technology and Management,,,,,,,,,,,
,,"'Jnana Gangotri', 873/2, Bellary-Hospet Road,",,,STD-08392 -,,,,,,,,
E075,PUA,NEAR ALLIPUR BELLARY - 583104,,,"237190,",420,"CE-60,CS-90,EC-90,",,,,,,
,,"Email:bitmbly@gmail.com,",,,237197(F),,"EE-60,ME-120",,,,,,
,,Website:www.bitm.edu.in,,,,,,,,,,,
,,Proudadevaraya Institute of Technology,,,,,,,,,,,
,,", T.B Dam, Beside TSP LTD., INDIRANAGAR",,,STD-08394 -,,,,,,,,
E076,PUA,HOSPET – Bellary Dist. - 588325,,,"258051,",210,"CE-30,CS-30,EC-60,",,,,,,
,,"Email:pdit97@gmail.com,",,,259653(F),,"EE-30,ME-60",,,,,,
,,Website:www.pdithospet.co.in,,,,,,,,,,,
,,Vidya Vikas Institute of Engineering,,,,,,,,,,,
,,and Technology,,,,,,,,,,,
,,"# 127-128, Mysore- Bannur Road, Alanahally,",,,STD-0821 -,,"CE-30,CS-30,EC-60,",,,,,,
E077,PUA,"Alanahally Post, MYSURU - 570028",,,"2471635,",240,"EE-60,IE-30,ME-30",,,,,,
,,"Email:kaveeshvvet@gmail.com,",,,2473586(F),,,,,,,,
,,Website:www.vidyavikas.edu.in,,,,,,,,,,,
E078,ML,"The Oxford College of Engineering
Bommanahalli, Hosur Road, Bangalore - 560068
Email:engprincipal@theoxford.edu,
Website:www.theoxford.edu",,,"STD-080 -
30219602,
30219604,
25730551(F)",432,"AU-27,BT-27,CE-54,
CS-54,CT-27,EC-54,
EE-54,IE-54,ME-54,
MT-27",,,,,,
108,,,,,,,,,,,,,
,,,,,,,,,,,,,
"COLLEGE
CODE","COLLEGE
TYPE",NAME AND ADDRESS OF THE COLLEGE,"TELEPHONE
NUMBERS","GOVT.
SEATS","COURSE WISE
BREAK-UP",,,,,,,,
,,Acharya Institute of Technology,,,"AE-30,AU-30,BT-15,",,,,,,,,
,,"Soldevanahalli, Hesarghatta Main Road,",STD-080 -,,"CE-60,CS-60,CT-30,",,,,,,,,
E079,PUA,BANGALORE - 560090,"28390117,",585,"EC-60,EE-60,IE-60,",,,,,,,,
,,"Email:principalait@acharya.ac.in,",23700242(F),,"ME-60,MN-60,",,,,,,,,
,,Website:www.acharya.ac.in,,,"MS-30, MT-30",,,,,,,,
E081,PUA,"H M S Institute of Technology
NH-4, Kesaramadu P.O Kyathasandra,
TUMKUR - 572004. Email:info@hmsit.ac.in,
Website:www.hmsit.ac.in","STD-0816 -
2214304,
2214309,
2214305(F)",210,"CE-60,CS-30,EC-30,
EE-30,ME-60",,,,,,,,
,,J S S Academy of Technical Education,,,,,,,,,,,
,,"Uttarahalli, KengeriI maiRoad, Mylasandra,",STD-080 -,,"CE-30,CS-60,EC-60,",,,,,,,,
E082,PUA,"Kengeri Hobli, BANGALORE - 560060","28612797,",314,"IE-44,IM-30,IT-30,",,,,,,,,
,,"Email:mvlatte@rediffmail.com,","28612797,",,ME-60,,,,,,,,
,,Website:www.jssateb.ac.in,28612706(F),,,,,,,,,,
E083,MR,"H.K.B.K.College of Engineering
Sy. No 22/1, Nagawara, , BANGALORE - 560045
Email:info@hkbkeducation.org,
Website:www.hkbkeducation.org","STD-080 -
25443744,
25443690,
25443813(F)",297,"CE-54,CS-54,EC-81,
EE-27,IE-27,ME-54",,,,,,,,
E085,PUA,"APS College of Engineering
Kanakapura Road, Somanahalli, Bangalore - 560082
Email:apsceoffice@gmail.com,
Website:www.apsce.ac.in","STD-080 -
28432108,
28432837(F)",180,"CE-30,CS-30,EC-60,
IE-30,ME-30",,,,,,,,
,,Sri Sairam College of Engineering,,,,,,,,,,,
,,(Formerly Shirdi Sai Engg),STD-080 -,,,,,,,,,,
E086,PUA,"Sai Leo Nagara, Guddenahalli, Samandur Post,","27840632,",240,"CS-60,EC-60,EE-30,",,,,,,,,
,,"Anekal Taluk, ANEKAL, BANGALORE - 562106",27830355(F),,ME-90,,,,,,,,
,,"Email:principal@ssec.ac.in, Website:www.ssec.ac.in",,,,,,,,,,,
,,Vivekananada Institute of Technology,,,,,,,,,,,
,,"Gudimavu, Kengeri Hobli, Kumbalagodu Post,",STD-080 -,,,,,,,,,,
,,,,,"CE-30,CS-45,EC-60,",,,,,,,,
E087,PUA,BANGALORE - 560074,"28437036,",225,,,,,,,,,
,,"Email:vkitprincipal@gmail.com,",28437944(F),,"IE-30,ME-30,TC-30",,,,,,,,
,,Website:www.vitb.ac.in,,,,,,,,,,,
,,Bangalore College of Engineering and Technology,,,,,,,,,,,
,,"Near Heelalige Railway Station, Anekal Taluk,",STD-080 -,,,,,,,,,,
E088,PUA,"CHANDAPURA, BANGALORE - 560099","27835331,",210,"CE-30,CS-46,EC-44,",,,,,,,,
,,"Email:bcetcollege@yahoo.com,",27834877(F),,"EE-30,IE-30,ME-30",,,,,,,,
,,Website:www.bcet.ac.in,,,,,,,,,,,
,,B T L Institute of Technology and Management,,,,,,,,,,,
,,"No.259/B. Bommasandra Ind.Area, Hosur Road,",STD-080 -,,,,,,,,,,
,,,"27832166,",,"CE-30,CS-60,EC-60,",,,,,,,,
E089,PUA,BANGALORE - 560099,,270,,,,,,,,,
,,"Email:principal.btlit@gmail.com,","27833055,",,"EE-30,IE-30,ME-60",,,,,,,,
,,Website:www.btlit.ac.in,27833370(F),,,,,,,,,,
,,Sri Revana Siddeswara Institute of Technology,,,,,,,,,,,
,,"Chokkana Halli village, Chikkajala Post,",STD-080 -,,,,,,,,,,
,,,"30071353,",,"CE-30,CS-60,EC-60,",,,,,,,,
E090,PUA,BANGALORE NORTH - 562157,,210,,,,,,,,,
,,"Email:principal@srsect.edu.in,","7676637393,",,ME-60,,,,,,,,
,,Website:www.srsect.edu.in,3364779(F),,,,,,,,,,
,,K S Institute of Technology,,,,,,,,,,,
,,"No.14, Raghuvanahalli, Kanakapura Mn. Road,",STD-080 -,,,,,,,,,,
,,,,,"CS-60,EC-60,ME-60,",,,,,,,,
E091,PUA,BANGALORE - 560109,"28435722,",210,,,,,,,,,
,,"Email:principal.ksit@gmail.com,",28435723(F),,TC-30,,,,,,,,
,,Website:www.ksit.ac.in,,,,,,,,,,,
,,Vemana Institute of Technology,,,,,,,,,,,
